0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0.04083199999934669,0.01207999999980672,0.017855999999714305,0.020287999999675392,0.022191999999644926,0.022575999999638784,0.022463999999640577,0.025935999999585024,0.027343999999562496,0.03347199999946445,0.04246399999932057,0.05806399999907098,0.07097599999886438,0.06827199999890765,0.05132799999917875,0.03715199999940557,0.02780799999955507,0.025999999999583998,0.02375999999961984,0.022351999999642366,0.020063999999678978,0.019087999999694592,0.014767999999763711,0.009583999999846656,0.0387999999993792,0.22447999999640833
0.046687999999252994,0.013711999999780608,0.01991999999968128,0.02231999999964288,0.02307199999963085,0.021151999999661567,0.019647999999685632,0.019583999999686658,0.020655999999669505,0.025135999999597824,0.03292799999947315,0.05318399999914906,0.07100799999886387,0.06790399999891354,0.04631999999925888,0.037503999999399934,0.026079999999582718,0.023743999999620097,0.0195999999996864,0.020783999999667457,0.019311999999691007,0.02015999999967744,0.016447999999736833,0.01135999999981824,0.04567999999926912,0.2560959999959025
0.05107199999918285,0.016063999999742975,0.021743999999652097,0.02331199999962701,0.023135999999629824,0.020351999999674367,0.0195999999996864,0.017775999999715585,0.019967999999680512,0.022463999999640577,0.029455999999528703,0.04307199999931085,0.05724799999908403,0.0582559999990679,0.04542399999927321,0.035983999999424254,0.025615999999590144,0.021823999999650817,0.018703999999700734,0.01911999999969408,0.020255999999675905,0.021071999999662847,0.01807999999971072,0.012463999999800576,0.052159999999165436,0.2857759999954276
0.0415999999993344,0.014847999999762431,0.021103999999662337,0.021951999999648766,0.020655999999669505,0.019135999999693825,0.018303999999707134,0.019167999999693312,0.021055999999663105,0.026623999999574016,0.032815999999474946,0.05113599999918182,0.07041599999887334,0.06780799999891507,0.04791999999923328,0.03691199999940941,0.02500799999959987,0.023103999999630337,0.02023999999967616,0.019135999999693825,0.020031999999679487,0.021087999999662592,0.017903999999713534,0.011631999999813888,0.05206399999916698,0.25833599999586665
0.05044799999919283,0.0143999999997696,0.02023999999967616,0.022735999999636224,0.023343999999626497,0.022175999999645184,0.021151999999661567,0.021343999999658497,0.02292799999963315,0.025855999999586304,0.032463999999480575,0.045087999999278594,0.0550559999991191,0.057999999999072,0.04527999999927552,0.03667199999941325,0.02847999999954432,0.02511999999959808,0.021407999999657472,0.021663999999653377,0.020895999999665665,0.021311999999659006,0.018047999999711233,0.011743999999812096,0.04518399999927705,0.26895999999569664
0.05278399999915546,0.017727999999716353,0.02327999999962752,0.02436799999961011,0.02228799999964339,0.019327999999690752,0.016415999999737346,0.01695999999972864,0.01847999999970432,0.022111999999646206,0.02892799999953715,0.04111999999934208,0.05596799999910451,0.05700799999908787,0.03895999999937664,0.03023999999951616,0.021695999999652864,0.019503999999687938,0.017935999999713025,0.018911999999697407,0.021215999999660545,0.022063999999646977,0.021375999999657985,0.015007999999759871,0.04873599999922022,0.3075839999950786
0.044447999999288834,0.012735999999796225,0.018127999999709953,0.020335999999674625,0.020543999999671297,0.021391999999657726,0.021775999999651584,0.024943999999600897,0.02844799999954483,0.033263999999467775,0.040607999999350275,0.05012799999919795,0.06276799999899571,0.06251199999899981,0.0513439999991785,0.04102399999934361,0.030703999999508735,0.025135999999597824,0.022783999999635457,0.021503999999655937,0.02087999999966592,0.019311999999691007,0.015247999999756031,0.009631999999845887,0.04055999999935104,0.23983999999616257
0.03468799999944499,0.011743999999812096,0.0143999999997696,0.017999999999712,0.019807999999683072,0.020655999999669505,0.021007999999663872,0.022575999999638784,0.027183999999565056,0.03339199999946573,0.04513599999927782,0.06292799999899315,0.08038399999871386,0.08540799999863347,0.06161599999901415,0.04579199999926733,0.033775999999459586,0.026943999999568896,0.021695999999652864,0.019951999999680767,0.0171999999997248,0.014815999999762944,0.012623999999798016,0.008303999999867136,0.03243199999948109,0.20753599999667943
0.042255999999323904,0.013135999999789824,0.018127999999709953,0.019775999999683585,0.020031999999679487,0.01999999999968,0.019503999999687938,0.021055999999663105,0.02271999999963648,0.028735999999540223,0.035935999999425025,0.05051199999919181,0.06590399999894554,0.07019199999887693,0.052719999999156476,0.039407999999369475,0.02951999999952768,0.02684799999957043,0.021263999999659777,0.021167999999661312,0.02055999999967104,0.018143999999709694,0.015871999999746048,0.010303999999835136,0.04735999999924224,0.2489439999960169
0.043935999999297023,0.014223999999772415,0.019647999999685632,0.022991999999632126,0.021855999999650304,0.01999999999968,0.018783999999699454,0.020191999999676927,0.02255999999963904,0.026415999999577344,0.03595199999942477,0.05150399999917594,0.06764799999891763,0.06875199999889997,0.04961599999920614,0.03651199999941581,0.026479999999576318,0.022991999999632126,0.019167999999693312,0.018511999999703807,0.01935999999969024,0.020767999999667712,0.018623999999702014,0.01223999999980416,0.04246399999932057,0.2587999999958592
